TRABAJADOR;REGIONAL;VICEPRESIDENCIA;GERENCIA;FECHA INGRESO;FECHA RETIRO;Año Unificado;EDAD;Rangos Edad;RELACION LABORAL;Rotacion;MOTIVO RETIRO;GENERO;NIVEL DE CARGO;CARGO;ACCESO CREDITO;SGD(1/100);SDG DESCRIPCION;CARGA PRESTACIONAL;;;;;
202111224;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;6/12/2019;20/08/2020;2020 12:00:00;24;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;77;REGULAR; $ 45.632.000 ;;;;;
202112225;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;19/11/2019;31/08/2020;2020 12:00:00;24;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;1;86;BUENO; $ 45.632.000 ;;;;;
202113226;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;1/10/2020;20/10/2020;2020 12:00:00;37;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;1;88;BUENO; $ 45.632.000 ;;;;;
202114227;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;10/12/2019;17/11/2020;2020 12:00:00;37;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;76;REGULAR; $ 45.632.000 ;;;;;
202115228;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/08/2020;27/11/2020;2020 12:00:00;40;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;1;93;BUENO; $ 45.632.000 ;;;;;
202116229;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/12/2019;1/12/2020;2020 12:00:00;23;Entre 20 y 24 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;77;REGULAR; $ 45.632.000 ;;;;;
202117230;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;13/10/2017;16/02/2021;2021 12:00:00;24;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;1;98;EXCELENTE; $ 45.632.000 ;;;;;
202118231;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;23/01/2006;12/03/2021;2021 12:00:00;59; => 56 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;93;BUENO; $ 45.632.000 ;;;;;
202119232;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;16/09/2019;15/03/2021;2021 12:00:00;27;Entre 25 y 30 años;0;Involuntaria;Terminacion de Contrato                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;85;BUENO; $ 45.632.000 ;;;;;
202120233;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;8/08/2019;16/04/2021;2021 12:00:00;27;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;84;REGULAR; $ 45.632.000 ;;;;;
202121234;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/04/2016;16/04/2021;2021 12:00:00;30;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;97;EXCELENTE; $ 45.632.000 ;;;;;
202122235;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/09/2018;24/05/2021;2021 12:00:00;31;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;94;EXCELENTE; $ 45.632.000 ;;;;;
202123236;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/08/2017;28/05/2021;2021 12:00:00;40;Entre 36 y 45 años;0;Involuntaria;Terminacion Mutuo Acuerdo               ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;87;BUENO; $ 45.632.000 ;;;;;
202124237;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;21/08/2019;31/05/2021;2021 12:00:00;38;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;77;REGULAR; $ 45.632.000 ;;;;;
202125238;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;16/12/2019;15/06/2021;2021 12:00:00;35;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;87;BUENO; $ 45.632.000 ;;;;;
202126239;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/05/2000;30/06/2021;2021 12:00:00;46;Entre 46 y 55 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;91;BUENO; $ 45.632.000 ;;;;;
202127240;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/02/2020;12/07/2021;2021 12:00:00;45;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;88;BUENO; $ 45.632.000 ;;;;;
202128241;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;15/05/2018;19/07/2021;2021 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;75;REGULAR; $ 45.632.000 ;;;;;
202129242;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;23/07/2018;22/07/2021;2021 12:00:00;25;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;83;REGULAR; $ 45.632.000 ;;;;;
202130243;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;23/07/2012;22/07/2021;2021 12:00:00;42;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;87;BUENO; $ 45.632.000 ;;;;;
202131244;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;19/11/2020;23/07/2021;2021 12:00:00;30;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;ASESOR COMERCIAL;1;92;BUENO; $ 45.632.000 ;;;;;
202132245;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;16/11/2017;5/08/2021;2021 12:00:00;45;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;99;EXCELENTE; $ 45.632.000 ;;;;;
202133246;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;1/04/2013;23/08/2021;2021 12:00:00;43;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;92;BUENO; $ 45.632.000 ;;;;;
202134247;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;7/01/2021;20/09/2021;2021 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;70;REGULAR; $ 45.632.000 ;;;;;
202135248;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;6/04/2020;21/10/2021;2021 12:00:00;33;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;84;REGULAR; $ 45.632.000 ;;;;;
202136249;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;23/07/2012;3/11/2021;2021 12:00:00;33;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;73;REGULAR; $ 45.632.000 ;;;;;
202137250;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/05/2019;16/11/2021;2021 12:00:00;30;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;1;94;EXCELENTE; $ 45.632.000 ;;;;;
202138251;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;4/01/2018;30/11/2021;2021 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;77;REGULAR; $ 45.632.000 ;;;;;
202139252;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;1/07/2008;30/12/2021;2021 12:00:00;35;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;80;REGULAR; $ 45.632.000 ;;;;;
202140253;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/06/2018;20/01/2022;2022 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;74;REGULAR; $ 45.632.000 ;;;;;
202141254;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;4/06/2007;30/01/2022;2022 12:00:00;66; => 56 años;0;Involuntaria;Ret. Ser. Oficial para Pension          ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;71;REGULAR; $ 45.632.000 ;;;;;
202142255;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;20/02/2019;19/02/2022;2022 12:00:00;37;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;96;EXCELENTE; $ 45.632.000 ;;;;;
202143256;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/10/2017;1/04/2022;2022 12:00:00;31;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;80;REGULAR; $ 45.632.000 ;;;;;
202144257;2. BOGOTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/12/2019;1/04/2022;2022 12:00:00;33;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;87;BUENO; $ 45.632.000 ;;;;;
202145258;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;14/05/2019;30/01/2020;2020 12:00:00;25;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;99;EXCELENTE; $ 45.632.000 ;;;;;
202146259;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;2/01/2008;7/02/2020;2020 12:00:00;37;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;85;BUENO; $ 45.632.000 ;;;;;
202147260;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;17/07/2017;28/02/2020;2020 12:00:00;39;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;97;EXCELENTE; $ 45.632.000 ;;;;;
202148261;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;15/10/2019;29/02/2020;2020 12:00:00;29;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;73;REGULAR; $ 45.632.000 ;;;;;
202149262;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;14/05/2019;3/03/2020;2020 12:00:00;42;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;99;EXCELENTE; $ 45.632.000 ;;;;;
202150263;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;9/04/2019;4/03/2020;2020 12:00:00;31;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;90;BUENO; $ 45.632.000 ;;;;;
202151264;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;1/03/2019;6/03/2020;2020 12:00:00;35;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;72;REGULAR; $ 45.632.000 ;;;;;
202152265;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/10/2017;2/04/2020;2020 12:00:00;24;Entre 20 y 24 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;74;REGULAR; $ 45.632.000 ;;;;;
202153266;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;25/11/2019;23/06/2020;2020 12:00:00;23;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;78;REGULAR; $ 45.632.000 ;;;;;
202154267;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;7/12/2010;30/06/2020;2020 12:00:00;34;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;70;REGULAR; $ 45.632.000 ;;;;;
202155268;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VENTAS BANCA PERSONAS                   ;16/09/2019;15/09/2020;2020 12:00:00;27;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;75;REGULAR; $ 45.632.000 ;;;;;
202156269;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/03/2020;28/09/2020;2020 12:00:00;32;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;85;BUENO; $ 45.632.000 ;;;;;
202157270;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;15/10/2019;14/10/2020;2020 12:00:00;35;Entre 31 y 35 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;71;REGULAR; $ 45.632.000 ;;;;;
202158271;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/01/2017;31/10/2020;2020 12:00:00;39;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;86;BUENO; $ 45.632.000 ;;;;;
202159272;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;1/11/2019;31/10/2020;2020 12:00:00;28;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;99;EXCELENTE; $ 45.632.000 ;;;;;
202160273;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;14/09/2020;13/11/2020;2020 12:00:00;45;Entre 36 y 45 años;0;Involuntaria;Terminacion en Periodo de Prueba        ;MASCULINO;Contribuyente;ASESOR COMERCIAL;1;98;EXCELENTE; $ 45.632.000 ;;;;;
202161274;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;15/04/2019;29/01/2021;2021 12:00:00;28;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;77;REGULAR; $ 45.632.000 ;;;;;
202162275;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;14/10/2020;31/01/2021;2021 12:00:00;38;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;93;BUENO; $ 45.632.000 ;;;;;
202163276;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;7/04/2015;24/03/2021;2021 12:00:00;31;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;73;REGULAR; $ 45.632.000 ;;;;;
202164277;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;16/07/2018;31/05/2021;2021 12:00:00;23;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;73;REGULAR; $ 45.632.000 ;;;;;
202165278;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;1/06/2020;31/05/2021;2021 12:00:00;43;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;78;REGULAR; $ 45.632.000 ;;;;;
202166279;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/06/2014;2/06/2021;2021 12:00:00;38;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;80;REGULAR; $ 45.632.000 ;;;;;
202167280;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;1/04/2020;16/06/2021;2021 12:00:00;40;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;1;89;BUENO; $ 45.632.000 ;;;;;
202168281;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;1/12/2020;22/06/2021;2021 12:00:00;36;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;71;REGULAR; $ 45.632.000 ;;;;;
202169282;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;17/03/2020;27/07/2021;2021 12:00:00;25;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;1;87;BUENO; $ 45.632.000 ;;;;;
202170283;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;14/03/2016;1/08/2021;2021 12:00:00;34;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;100;EXCELENTE; $ 45.632.000 ;;;;;
202171284;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;19/02/2019;18/08/2021;2021 12:00:00;27;Entre 25 y 30 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;100;EXCELENTE; $ 45.632.000 ;;;;;
202172285;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;9/03/2020;19/08/2021;2021 12:00:00;27;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;87;BUENO; $ 45.632.000 ;;;;;
202173286;3. CAFETERA;VP BANCA AGROPECUARIA                   ;VENTAS BANCA AGROPECUARIA               ;16/10/2019;10/09/2021;2021 12:00:00;25;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;91;BUENO; $ 45.632.000 ;;;;;
202174287;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;2/08/2021;1/10/2021;2021 12:00:00;22;Entre 20 y 24 años;0;Involuntaria;Terminacion en Periodo de Prueba        ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;77;REGULAR; $ 45.632.000 ;;;;;
202175288;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;13/01/2020;31/10/2021;2021 12:00:00;32;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;97;EXCELENTE; $ 45.632.000 ;;;;;
202176289;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/12/2019;4/11/2021;2021 12:00:00;22;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;70;REGULAR; $ 45.632.000 ;;;;;
202177290;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;18/01/2021;3/12/2021;2021 12:00:00;37;Entre 36 y 45 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;1;89;BUENO; $ 45.632.000 ;;;;;
202178291;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;13/07/2020;30/01/2022;2022 12:00:00;33;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;94;EXCELENTE; $ 45.632.000 ;;;;;
202179292;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;3/08/2021;31/01/2022;2022 12:00:00;32;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;74;REGULAR; $ 45.632.000 ;;;;;
202180293;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;16/10/2019;9/02/2022;2022 12:00:00;35;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;1;87;BUENO; $ 45.632.000 ;;;;;
202181294;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;15/04/2009;15/02/2022;2022 12:00:00;55;Entre 46 y 55 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;72;REGULAR; $ 45.632.000 ;;;;;
202182295;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;14/05/2019;8/04/2022;2022 12:00:00;25;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;1;89;BUENO; $ 45.632.000 ;;;;;
202183296;3. CAFETERA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;16/10/2018;15/04/2022;2022 12:00:00;39;Entre 36 y 45 años;0;Involuntaria;Terminacion No Prorroga                 ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;76;REGULAR; $ 45.632.000 ;;;;;
202184297;4. COSTA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;15/04/2019;3/02/2020;2020 12:00:00;25;Entre 25 y 30 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;74;REGULAR; $ 45.632.000 ;;;;;
202185298;4. COSTA;VP BANCA AGROPECUARIA                   ;VICEPRESIDENCIA DE BANCA AGROPECUARIA   ;5/08/2019;23/02/2020;2020 12:00:00;24;Entre 20 y 24 años;0;Voluntaria;Retiro Voluntario                       ;MASCULINO;Contribuyente;ASESOR COMERCIAL;0;82;REGULAR; $ 45.632.000 ;;;;;
202186299;4. COSTA;VP BANCA AGROPECUARIA                   ;REGIONAL COMERCIAL                      ;6/08/2012;13/03/2020;2020 12:00:00;32;Entre 31 y 35 años;0;Voluntaria;Retiro Voluntario                       ;FEMENINO;Contribuyente;ASESOR COMERCIAL;0;100;EXCELENTE; $ 45.632.000 ;;;;;
